,x,y,z
0,-0.3499999940395355,-9.75,0.550000011920929
1,-0.44999998807907104,-9.649999618530273,0.550000011920929
2,-0.3499999940395355,-9.649999618530273,0.550000011920929
3,-1.4500000476837158,-6.75,-0.550000011920929
4,-1.5499999523162842,-6.650000095367432,-0.550000011920929
5,-1.4500000476837158,-6.650000095367432,-0.550000011920929
6,-1.5499999523162842,-6.550000190734863,-0.550000011920929
7,-1.350000023841858,-6.550000190734863,-0.44999998807907104
8,-1.5499999523162842,-6.449999809265137,-0.44999998807907104
9,-1.4500000476837158,-6.449999809265137,-0.44999998807907104
10,-1.25,-6.550000190734863,-0.3499999940395355
11,-1.4500000476837158,-6.449999809265137,-0.3499999940395355
12,-1.350000023841858,-6.449999809265137,-0.3499999940395355
13,-1.25,-6.449999809265137,-0.3499999940395355
14,-2.950000047683716,-6.75,-1.5499999523162842
15,-2.8499999046325684,-6.75,-1.5499999523162842
16,-3.1500000953674316,-6.650000095367432,-1.5499999523162842
17,-2.950000047683716,-6.650000095367432,-1.5499999523162842
18,-2.6500000953674316,-6.650000095367432,-1.5499999523162842
19,-3.1500000953674316,-6.550000190734863,-1.5499999523162842
20,-3.049999952316284,-6.550000190734863,-1.5499999523162842
21,-2.950000047683716,-6.550000190734863,-1.5499999523162842
22,-2.8499999046325684,-6.550000190734863,-1.5499999523162842
23,-2.75,-6.550000190734863,-1.5499999523162842
24,-3.1500000953674316,-6.449999809265137,-1.5499999523162842
25,-3.049999952316284,-6.449999809265137,-1.5499999523162842
26,-2.950000047683716,-6.449999809265137,-1.5499999523162842
27,-2.950000047683716,-6.75,-1.4500000476837158
28,-2.8499999046325684,-6.75,-1.4500000476837158
29,-2.75,-6.75,-1.4500000476837158
30,-2.6500000953674316,-6.75,-1.4500000476837158
31,-3.1500000953674316,-6.650000095367432,-1.4500000476837158
32,-3.049999952316284,-6.650000095367432,-1.4500000476837158
33,-2.75,-6.650000095367432,-1.4500000476837158
34,-2.6500000953674316,-6.650000095367432,-1.4500000476837158
35,-2.6500000953674316,-6.949999809265137,-1.350000023841858
36,-2.25,-6.949999809265137,-1.350000023841858
37,-2.950000047683716,-6.849999904632568,-1.350000023841858
38,-2.8499999046325684,-6.849999904632568,-1.350000023841858
39,-2.75,-6.849999904632568,-1.350000023841858
40,-2.6500000953674316,-6.849999904632568,-1.350000023841858
41,-2.450000047683716,-6.849999904632568,-1.350000023841858
42,-2.3499999046325684,-6.849999904632568,-1.350000023841858
43,-3.049999952316284,-6.75,-1.350000023841858
44,-2.950000047683716,-6.75,-1.350000023841858
45,-2.8499999046325684,-6.75,-1.350000023841858
46,-2.75,-6.75,-1.350000023841858
47,-3.1500000953674316,-6.650000095367432,-1.350000023841858
48,-3.049999952316284,-6.650000095367432,-1.350000023841858
49,-3.1500000953674316,-6.449999809265137,-1.350000023841858
50,-3.1500000953674316,-7.050000190734863,-1.25
51,-3.049999952316284,-7.050000190734863,-1.25
52,-2.049999952316284,-7.050000190734863,-1.25
53,-1.9500000476837158,-7.050000190734863,-1.25
54,-3.1500000953674316,-6.949999809265137,-1.25
55,-3.049999952316284,-6.949999809265137,-1.25
56,-2.75,-6.949999809265137,-1.25
57,-2.6500000953674316,-6.949999809265137,-1.25
58,-2.549999952316284,-6.949999809265137,-1.25
59,-2.450000047683716,-6.949999809265137,-1.25
60,-2.3499999046325684,-6.949999809265137,-1.25
61,-2.25,-6.949999809265137,-1.25
62,-2.1500000953674316,-6.949999809265137,-1.25
63,-2.049999952316284,-6.949999809265137,-1.25
64,-1.9500000476837158,-6.949999809265137,-1.25
65,-3.1500000953674316,-6.849999904632568,-1.25
66,-3.049999952316284,-6.849999904632568,-1.25
67,-2.950000047683716,-6.849999904632568,-1.25
68,-2.8499999046325684,-6.849999904632568,-1.25
69,-2.75,-6.849999904632568,-1.25
70,-2.6500000953674316,-6.849999904632568,-1.25
71,-2.549999952316284,-6.849999904632568,-1.25
72,-2.450000047683716,-6.849999904632568,-1.25
73,-2.3499999046325684,-6.849999904632568,-1.25
74,-2.25,-6.849999904632568,-1.25
75,-3.1500000953674316,-6.75,-1.25
76,-2.3499999046325684,-6.449999809265137,-1.25
77,-2.25,-7.150000095367432,-1.149999976158142
78,-3.1500000953674316,-7.050000190734863,-1.149999976158142
79,-3.049999952316284,-7.050000190734863,-1.149999976158142
80,-2.950000047683716,-7.050000190734863,-1.149999976158142
81,-2.8499999046325684,-7.050000190734863,-1.149999976158142
82,-2.75,-7.050000190734863,-1.149999976158142
83,-2.6500000953674316,-7.050000190734863,-1.149999976158142
84,-2.549999952316284,-7.050000190734863,-1.149999976158142
85,-2.450000047683716,-7.050000190734863,-1.149999976158142
86,-2.3499999046325684,-7.050000190734863,-1.149999976158142
87,-2.25,-7.050000190734863,-1.149999976158142
88,-2.1500000953674316,-7.050000190734863,-1.149999976158142
89,-3.1500000953674316,-6.949999809265137,-1.149999976158142
90,-3.049999952316284,-6.949999809265137,-1.149999976158142
91,-2.75,-6.949999809265137,-1.149999976158142
92,-2.6500000953674316,-6.949999809265137,-1.149999976158142
93,-2.549999952316284,-6.949999809265137,-1.149999976158142
94,-2.450000047683716,-6.949999809265137,-1.149999976158142
95,-2.450000047683716,-6.849999904632568,-1.149999976158142
96,-2.6500000953674316,-6.449999809265137,-1.149999976158142
97,-1.75,-7.25,-1.0499999523162842
98,-2.3499999046325684,-7.150000095367432,-1.0499999523162842
99,-2.25,-7.150000095367432,-1.0499999523162842
100,-2.1500000953674316,-7.150000095367432,-1.0499999523162842
101,-2.049999952316284,-7.150000095367432,-1.0499999523162842
102,-1.9500000476837158,-7.150000095367432,-1.0499999523162842
103,-1.850000023841858,-7.150000095367432,-1.0499999523162842
104,-1.75,-7.150000095367432,-1.0499999523162842
105,-3.1500000953674316,-7.050000190734863,-1.0499999523162842
106,-3.049999952316284,-7.050000190734863,-1.0499999523162842
107,-2.950000047683716,-7.050000190734863,-1.0499999523162842
108,-2.549999952316284,-7.050000190734863,-1.0499999523162842
109,-2.450000047683716,-7.050000190734863,-1.0499999523162842
110,-2.3499999046325684,-7.050000190734863,-1.0499999523162842
111,-2.25,-7.050000190734863,-1.0499999523162842
112,-2.1500000953674316,-7.050000190734863,-1.0499999523162842
113,-2.049999952316284,-7.050000190734863,-1.0499999523162842
114,-1.9500000476837158,-7.050000190734863,-1.0499999523162842
115,-1.850000023841858,-7.050000190734863,-1.0499999523162842
116,-3.1500000953674316,-6.949999809265137,-1.0499999523162842
117,-3.049999952316284,-6.949999809265137,-1.0499999523162842
118,-2.8499999046325684,-6.949999809265137,-1.0499999523162842
119,-2.75,-6.949999809265137,-1.0499999523162842
120,-2.6500000953674316,-6.949999809265137,-1.0499999523162842
121,-2.950000047683716,-6.75,-1.0499999523162842
